customer_id,join_month,cohort,channel,region,age_band,tier_at_join,promo,tenure_months,churned,value_12m,CAC
74,2022-01-01,2022,Branch,Scotland,25-34,Classic,False,25,True,177,152.18
75,2022-01-01,2022,Broker/IFA,Midlands,35-44,Gold,False,36,False,216,199.2
76,2022-01-01,2022,Outbound,South East,25-34,Silver,True,36,False,66,121.95
77,2022-01-01,2022,Branch,South East,25-34,Platinum,False,36,False,236,152.18
78,2022-01-01,2022,Comparison Site,South East,25-34,Classic,True,3,True,0,39.79
79,2022-01-01,2022,Online,Wales & NI,25-34,Silver,False,9,True,77,69.94
80,2022-01-01,2022,Comparison Site,Scotland,35-44,Silver,False,36,False,132,39.79
81,2022-01-01,2022,Comparison Site,Midlands,18-24,Gold,True,36,False,108,39.79
82,2022-01-01,2022,Outbound,South East,35-44,Classic,True,11,True,22,121.95
83,2022-01-01,2022,Broker/IFA,London,18-24,Classic,False,6,True,44,199.2
84,2022-01-01,2022,Comparison Site,South East,25-34,Classic,False,36,False,99,39.79
85,2022-01-01,2022,Online,North,35-44,Gold,True,21,True,108,69.94
86,2022-01-01,2022,Comparison Site,South East,35-44,Silver,False,36,False,181,39.79
87,2022-01-01,2022,Branch,Midlands,35-44,Gold,False,36,False,167,152.18
88,2022-01-01,2022,Branch,London,35-44,Gold,False,4,True,72,152.18
89,2022-01-01,2022,Comparison Site,London,25-34,Classic,False,5,True,33,39.79
90,2022-01-01,2022,Online,Scotland,55-64,Classic,False,2,True,0,69.94
91,2022-01-01,2022,Online,London,35-44,Gold,True,36,False,108,69.94
92,2022-01-01,2022,Comparison Site,Midlands,45-54,Classic,False,17,True,0,39.79
93,2022-01-01,2022,Online,London,18-24,Platinum,False,36,False,336,69.94
94,2022-01-01,2022,Online,South East,18-24,Silver,True,7,True,11,69.94
95,2022-01-01,2022,Branch,Wales & NI,25-34,Silver,True,36,False,108,152.18
96,2022-01-01,2022,Comparison Site,Scotland,45-54,Classic,True,5,True,0,39.79
97,2022-01-01,2022,Branch,South East,55-64,Gold,False,36,False,216,152.18
98,2022-01-01,2022,Comparison Site,North,35-44,Silver,False,20,True,132,39.79
99,2022-01-01,2022,Branch,South East,18-24,Gold,False,36,False,216,152.18
100,2022-01-01,2022,Branch,South East,25-34,Platinum,False,36,False,336,152.18
101,2022-01-01,2022,Referral,Midlands,45-54,Classic,True,23,True,0,59.74
102,2022-01-01,2022,Online,South East,25-34,Classic,True,36,False,0,69.94
103,2022-01-01,2022,Comparison Site,South East,35-44,Gold,True,2,True,0,39.79
104,2022-01-01,2022,Outbound,North,35-44,Silver,True,36,False,66,121.95
105,2022-01-01,2022,Referral,North,18-24,Gold,True,36,False,66,59.74
106,2022-01-01,2022,Comparison Site,North,35-44,Classic,False,3,True,0,39.79
107,2022-01-01,2022,Comparison Site,London,45-54,Classic,True,9,True,0,39.79
108,2022-01-01,2022,Comparison Site,South East,35-44,Silver,True,2,True,0,39.79
109,2022-01-01,2022,Branch,London,55-64,Classic,False,32,True,163,152.18
110,2022-01-01,2022,Referral,South East,18-24,Classic,True,36,False,0,59.74
111,2022-01-01,2022,Referral,North,25-34,Silver,True,36,False,66,59.74
112,2022-01-01,2022,Online,London,25-34,Platinum,False,36,False,336,69.94
113,2022-01-01,2022,Referral,North,35-44,Gold,False,2,True,36,59.74
114,2022-01-01,2022,Comparison Site,North,18-24,Classic,False,9,True,0,39.79
115,2022-01-01,2022,Comparison Site,Midlands,25-34,Silver,True,36,False,66,39.79
116,2022-01-01,2022,Comparison Site,South East,35-44,Classic,True,16,True,66,39.79
117,2022-01-01,2022,Comparison Site,South East,18-24,Platinum,True,9,True,84,39.79
118,2022-01-01,2022,Comparison Site,Scotland,25-34,Classic,True,6,True,0,39.79
119,2022-01-01,2022,Comparison Site,South East,35-44,Classic,False,13,True,66,39.79
120,2022-01-01,2022,Outbound,Midlands,55-64,Silver,False,36,False,132,121.95
121,2022-01-01,2022,Comparison Site,North,25-34,Classic,True,4,True,0,39.79
122,2022-01-01,2022,Comparison Site,Scotland,25-34,Silver,True,36,False,66,39.79
123,2022-01-01,2022,Comparison Site,London,55-64,Silver,True,5,True,0,39.79
124,2022-01-01,2022,Comparison Site,North,45-54,Classic,True,25,True,0,39.79
125,2022-01-01,2022,Outbound,London,18-24,Classic,False,1,True,0,121.95
126,2022-01-01,2022,Outbound,London,45-54,Silver,True,11,True,0,121.95
127,2022-01-01,2022,Online,South East,35-44,Silver,True,1,True,0,69.94
128,2022-01-01,2022,Broker/IFA,Midlands,25-34,Gold,False,36,False,195,199.2
129,2022-01-01,2022,Comparison Site,Midlands,35-44,Silver,False,15,True,132,39.79
130,2022-01-01,2022,Outbound,North,35-44,Silver,False,20,True,132,121.95
131,2022-01-01,2022,Comparison Site,North,25-34,Silver,False,8,True,123,39.79
132,2022-01-01,2022,Branch,North,25-34,Platinum,False,36,False,336,152.18
133,2022-01-01,2022,Branch,Wales & NI,45-54,Gold,False,2,True,36,152.18
134,2022-01-01,2022,Outbound,London,45-54,Silver,True,11,True,55,121.95
135,2022-01-01,2022,Comparison Site,Wales & NI,25-34,Classic,False,14,True,0,39.79
136,2022-01-01,2022,Referral,London,25-34,Silver,False,36,False,55,59.74
137,2022-01-01,2022,Referral,South East,25-34,Platinum,False,36,False,336,59.74
138,2022-01-01,2022,Branch,Wales & NI,25-34,Silver,False,36,False,99,152.18
139,2022-01-01,2022,Outbound,Wales & NI,55-64,Classic,False,29,True,99,121.95
140,2022-01-01,2022,Branch,North,45-54,Gold,False,36,False,216,152.18
141,2022-01-01,2022,Referral,Wales & NI,35-44,Gold,False,36,False,226,59.74
142,2022-01-01,2022,Comparison Site,London,65+,Gold,False,4,True,72,39.79
143,2022-01-01,2022,Comparison Site,Midlands,35-44,Classic,False,36,False,0,39.79
144,2022-01-01,2022,Branch,North,35-44,Silver,False,2,True,22,152.18
145,2022-01-01,2022,Broker/IFA,Scotland,55-64,Platinum,False,36,False,336,199.2
146,2022-01-01,2022,Comparison Site,Midlands,35-44,Classic,True,2,True,0,39.79
147,2022-01-01,2022,Comparison Site,London,25-34,Classic,False,34,True,22,39.79
148,2022-01-01,2022,Outbound,North,35-44,Gold,True,1,True,0,121.95
149,2022-01-01,2022,Branch,South East,35-44,Classic,False,36,False,110,152.18
150,2022-01-01,2022,Online,Wales & NI,18-24,Classic,True,36,False,0,69.94
151,2022-01-01,2022,Broker/IFA,North,25-34,Gold,False,36,False,216,199.2
152,2022-01-01,2022,Referral,Midlands,35-44,Platinum,False,36,False,336,59.74
153,2022-01-01,2022,Outbound,Wales & NI,45-54,Silver,True,36,False,108,121.95
154,2022-01-01,2022,Online,Scotland,25-34,Silver,True,7,True,0,69.94
155,2022-01-01,2022,Comparison Site,London,25-34,Silver,True,15,True,0,39.79
156,2022-01-01,2022,Comparison Site,Midlands,35-44,Silver,True,13,True,66,39.79
157,2022-01-01,2022,Online,London,55-64,Silver,False,4,True,44,69.94
158,2022-01-01,2022,Branch,South East,45-54,Gold,False,36,False,195,152.18
159,2022-01-01,2022,Referral,Midlands,25-34,Silver,False,4,True,44,59.74
160,2022-01-01,2022,Branch,North,35-44,Gold,False,8,True,174,152.18
161,2022-01-01,2022,Online,London,25-34,Silver,False,36,False,209,69.94
162,2022-01-01,2022,Branch,Midlands,25-34,Silver,False,36,False,195,152.18
163,2022-01-01,2022,Online,South East,35-44,Classic,True,5,True,0,69.94
164,2022-01-01,2022,Branch,London,35-44,Platinum,False,36,False,336,152.18
165,2022-01-01,2022,Comparison Site,London,35-44,Silver,False,4,True,22,39.79
166,2022-01-01,2022,Online,London,55-64,Classic,True,17,True,66,69.94
167,2022-01-01,2022,Comparison Site,Scotland,18-24,Classic,True,1,True,0,39.79
168,2022-01-01,2022,Comparison Site,North,65+,Silver,True,3,True,0,39.79
169,2022-01-01,2022,Outbound,London,55-64,Gold,False,36,False,216,121.95
170,2022-01-01,2022,Branch,London,65+,Platinum,False,36,False,336,152.18
171,2022-01-01,2022,Outbound,North,25-34,Platinum,True,7,True,28,121.95
172,2022-01-01,2022,Online,South East,25-34,Silver,True,36,False,108,69.94
173,2022-01-01,2022,Broker/IFA,Midlands,25-34,Platinum,False,18,True,336,199.2
174,2022-01-01,2022,Online,North,35-44,Gold,False,7,True,126,69.94
175,2022-01-01,2022,Branch,South East,18-24,Gold,False,36,False,216,152.18
176,2022-01-01,2022,Outbound,Midlands,35-44,Classic,False,6,True,0,121.95
177,2022-01-01,2022,Broker/IFA,South East,35-44,Platinum,False,36,False,276,199.2
178,2022-01-01,2022,Comparison Site,South East,35-44,Classic,True,4,True,0,39.79
179,2022-01-01,2022,Referral,South East,18-24,Silver,False,36,False,181,59.74
180,2022-01-01,2022,Online,Scotland,25-34,Gold,False,35,True,296,69.94
181,2022-01-01,2022,Referral,Midlands,35-44,Gold,False,36,False,306,59.74
182,2022-01-01,2022,Online,Scotland,25-34,Classic,False,13,True,0,69.94
183,2022-01-01,2022,Online,London,35-44,Gold,True,35,True,168,69.94
184,2022-01-01,2022,Branch,North,35-44,Silver,False,36,False,132,152.18
185,2022-01-01,2022,Outbound,Scotland,25-34,Silver,True,28,True,66,121.95
186,2022-01-01,2022,Online,Midlands,18-24,Silver,True,2,True,0,69.94
187,2022-01-01,2022,Comparison Site,North,65+,Silver,True,29,True,66,39.79
188,2022-01-01,2022,Comparison Site,North,18-24,Silver,False,15,True,132,39.79
189,2022-01-01,2022,Comparison Site,London,25-34,Classic,False,5,True,0,39.79
190,2022-01-01,2022,Comparison Site,Scotland,35-44,Classic,False,9,True,0,39.79
191,2022-01-01,2022,Branch,Scotland,65+,Gold,False,36,False,226,152.18
192,2022-01-01,2022,Outbound,South East,55-64,Classic,True,2,True,0,121.95
193,2022-01-01,2022,Comparison Site,North,35-44,Silver,False,35,True,181,39.79
194,2022-01-01,2022,Referral,North,65+,Gold,False,28,True,216,59.74
195,2022-01-01,2022,Broker/IFA,London,25-34,Gold,False,2,True,36,199.2
196,2022-01-01,2022,Branch,North,18-24,Gold,False,36,False,216,152.18
197,2022-01-01,2022,Referral,London,25-34,Platinum,False,23,True,336,59.74
198,2022-01-01,2022,Comparison Site,North,35-44,Silver,True,36,False,66,39.79
199,2022-01-01,2022,Broker/IFA,London,65+,Platinum,False,22,True,336,199.2
200,2022-01-01,2022,Outbound,London,55-64,Classic,False,1,True,0,121.95
201,2022-01-01,2022,Comparison Site,South East,35-44,Classic,True,10,True,44,39.79
202,2022-01-01,2022,Outbound,North,25-34,Gold,False,30,True,286,121.95
203,2022-01-01,2022,Comparison Site,North,18-24,Silver,True,11,True,55,39.79
204,2022-01-01,2022,Comparison Site,London,25-34,Classic,False,2,True,0,39.79
205,2022-01-01,2022,Broker/IFA,North,45-54,Gold,False,18,True,181,199.2
206,2022-01-01,2022,Branch,North,25-34,Gold,False,23,True,216,152.18
207,2022-01-01,2022,Outbound,North,35-44,Classic,False,1,True,0,121.95
208,2022-01-01,2022,Online,London,35-44,Silver,True,36,False,0,69.94
209,2022-01-01,2022,Online,Midlands,35-44,Classic,False,28,True,0,69.94
210,2022-01-01,2022,Comparison Site,London,35-44,Gold,True,20,True,80,39.79
211,2022-01-01,2022,Online,Scotland,55-64,Platinum,True,36,False,168,69.94
212,2022-01-01,2022,Online,Wales & NI,35-44,Platinum,True,36,False,168,69.94
213,2022-01-01,2022,Comparison Site,London,18-24,Silver,True,13,True,44,39.79
214,2022-01-01,2022,Online,London,35-44,Gold,True,36,False,108,69.94
215,2022-01-01,2022,Branch,North,55-64,Silver,False,36,False,132,152.18
216,2022-01-01,2022,Comparison Site,Wales & NI,45-54,Silver,False,36,False,44,39.79
217,2022-01-01,2022,Comparison Site,South East,35-44,Silver,False,36,False,132,39.79
218,2022-01-01,2022,Online,London,55-64,Classic,True,4,True,0,69.94
219,2022-01-01,2022,Comparison Site,London,18-24,Silver,False,13,True,77,39.79
220,2022-01-01,2022,Referral,Wales & NI,45-54,Silver,False,15,True,132,59.74
221,2022-01-01,2022,Outbound,Wales & NI,25-34,Classic,False,3,True,0,121.95
222,2022-01-01,2022,Broker/IFA,London,25-34,Platinum,True,34,True,168,199.2
223,2022-01-01,2022,Referral,North,35-44,Platinum,False,36,False,296,59.74
224,2022-01-01,2022,Outbound,Midlands,25-34,Silver,False,4,True,22,121.95
225,2022-01-01,2022,Outbound,South East,55-64,Classic,False,6,True,0,121.95
226,2022-01-01,2022,Outbound,Scotland,45-54,Classic,True,2,True,0,121.95
227,2022-01-01,2022,Online,Midlands,18-24,Gold,False,36,False,216,69.94
228,2022-01-01,2022,Online,Scotland,35-44,Silver,False,1,True,11,69.94
229,2022-01-01,2022,Comparison Site,London,18-24,Classic,True,33,True,0,39.79
230,2022-01-01,2022,Outbound,Midlands,18-24,Silver,False,36,False,132,121.95
231,2022-01-01,2022,Online,London,35-44,Silver,False,26,True,33,69.94
232,2022-01-01,2022,Branch,North,35-44,Classic,False,3,True,0,152.18
233,2022-01-01,2022,Referral,North,55-64,Silver,False,9,True,99,59.74
234,2022-01-01,2022,Branch,Midlands,25-34,Silver,False,30,True,153,152.18
235,2022-01-01,2022,Referral,Midlands,25-34,Platinum,True,6,True,0,59.74
236,2022-01-01,2022,Online,Wales & NI,25-34,Silver,True,36,False,101,69.94
237,2022-01-01,2022,Online,South East,25-34,Classic,False,5,True,0,69.94
238,2022-01-01,2022,Referral,London,55-64,Gold,False,18,True,188,59.74
239,2022-01-01,2022,Comparison Site,London,45-54,Gold,False,5,True,90,39.79
240,2022-01-01,2022,Branch,North,45-54,Gold,False,8,True,144,152.18
241,2022-01-01,2022,Comparison Site,London,35-44,Classic,True,12,True,0,39.79
242,2022-01-01,2022,Referral,London,45-54,Gold,False,36,False,216,59.74
243,2022-01-01,2022,Referral,Midlands,45-54,Silver,False,36,False,22,59.74
244,2022-01-01,2022,Comparison Site,North,55-64,Classic,False,10,True,22,39.79
245,2022-01-01,2022,Branch,South East,45-54,Classic,True,3,True,0,152.18
246,2022-01-01,2022,Branch,Wales & NI,55-64,Platinum,False,36,False,336,152.18
247,2022-01-01,2022,Outbound,South East,35-44,Gold,True,8,True,22,121.95
248,2022-01-01,2022,Online,London,45-54,Silver,True,3,True,0,69.94
249,2022-01-01,2022,Branch,South East,55-64,Silver,False,1,True,11,152.18
250,2022-01-01,2022,Online,South East,35-44,Classic,True,36,False,44,69.94
251,2022-01-01,2022,Comparison Site,London,25-34,Classic,False,1,True,0,39.79
252,2022-01-01,2022,Comparison Site,North,45-54,Silver,True,2,True,0,39.79
253,2022-01-01,2022,Outbound,South East,45-54,Gold,True,10,True,72,121.95
254,2022-01-01,2022,Branch,London,25-34,Classic,False,36,False,110,152.18
255,2022-01-01,2022,Comparison Site,Midlands,55-64,Silver,True,19,True,66,39.79
256,2022-01-01,2022,Online,London,35-44,Classic,False,8,True,0,69.94
257,2022-01-01,2022,Broker/IFA,South East,65+,Gold,False,11,True,149,199.2
258,2022-01-01,2022,Outbound,South East,45-54,Silver,False,36,False,77,121.95
259,2022-01-01,2022,Referral,London,35-44,Classic,False,31,True,0,59.74
260,2022-01-01,2022,Outbound,Scotland,65+,Silver,True,1,True,0,121.95
261,2022-01-01,2022,Branch,London,45-54,Platinum,False,36,False,336,152.18
262,2022-01-01,2022,Online,Scotland,45-54,Platinum,False,12,True,296,69.94
263,2022-01-01,2022,Branch,Scotland,55-64,Platinum,True,36,False,168,152.18
264,2022-01-01,2022,Online,South East,25-34,Silver,True,36,False,66,69.94
265,2022-01-01,2022,Online,South East,45-54,Platinum,False,12,True,336,69.94
266,2022-01-01,2022,Online,North,35-44,Silver,True,23,True,168,69.94
267,2022-01-01,2022,Comparison Site,South East,35-44,Classic,True,7,True,0,39.79
268,2022-01-01,2022,Branch,South East,35-44,Platinum,False,36,False,336,152.18
269,2022-01-01,2022,Branch,Midlands,25-34,Classic,False,36,False,88,152.18
270,2022-01-01,2022,Branch,South East,65+,Platinum,False,36,False,336,152.18
271,2022-01-01,2022,Comparison Site,North,25-34,Silver,False,31,True,132,39.79
272,2022-01-01,2022,Outbound,South East,35-44,Gold,False,15,True,174,121.95
273,2022-01-01,2022,Outbound,Midlands,45-54,Classic,False,36,False,0,121.95
274,2022-01-01,2022,Comparison Site,London,35-44,Silver,True,36,False,66,39.79
275,2022-01-01,2022,Branch,North,35-44,Gold,True,36,False,108,152.18
276,2022-01-01,2022,Outbound,North,35-44,Classic,True,14,True,0,121.95
277,2022-01-01,2022,Branch,London,45-54,Gold,False,36,False,160,152.18
278,2022-01-01,2022,Referral,South East,35-44,Silver,False,36,False,139,59.74
279,2022-01-01,2022,Comparison Site,London,45-54,Gold,True,30,True,108,39.79
280,2022-01-01,2022,Online,Scotland,35-44,Classic,True,11,True,0,69.94
281,2022-02-01,2022,Comparison Site,North,45-54,Classic,True,5,True,0,39.79
282,2022-02-01,2022,Online,London,18-24,Gold,True,28,True,108,69.94
283,2022-02-01,2022,Online,South East,25-34,Silver,False,35,False,181,69.94
284,2022-02-01,2022,Branch,Wales & NI,35-44,Gold,False,27,True,216,152.18
285,2022-02-01,2022,Comparison Site,London,25-34,Classic,True,7,True,0,39.79
286,2022-02-01,2022,Referral,Midlands,45-54,Silver,False,35,False,160,59.74
287,2022-02-01,2022,Online,North,35-44,Silver,False,12,True,99,69.94
288,2022-02-01,2022,Branch,London,18-24,Classic,False,34,True,99,152.18
289,2022-02-01,2022,Online,Midlands,45-54,Silver,True,35,False,168,69.94
290,2022-02-01,2022,Online,Midlands,45-54,Silver,False,35,False,202,69.94
291,2022-02-01,2022,Online,London,35-44,Silver,False,1,True,11,69.94
292,2022-02-01,2022,Online,London,45-54,Classic,True,35,False,22,69.94
293,2022-02-01,2022,Branch,South East,25-34,Platinum,False,10,True,260,152.18
294,2022-02-01,2022,Online,London,45-54,Silver,False,2,True,22,69.94
295,2022-02-01,2022,Online,South East,35-44,Silver,False,30,True,249,69.94
296,2022-02-01,2022,Referral,London,45-54,Classic,False,6,True,0,59.74
297,2022-02-01,2022,Online,London,25-34,Classic,False,35,False,0,69.94
298,2022-02-01,2022,Online,Midlands,45-54,Classic,False,23,True,44,69.94
299,2022-02-01,2022,Branch,South East,25-34,Classic,True,35,False,73,152.18
300,2022-02-01,2022,Outbound,North,45-54,Gold,False,13,True,216,121.95
301,2022-02-01,2022,Comparison Site,South East,25-34,Classic,True,35,False,0,39.79
302,2022-02-01,2022,Referral,Scotland,65+,Gold,False,24,True,202,59.74
303,2022-02-01,2022,Referral,London,45-54,Gold,True,3,True,0,59.74
304,2022-02-01,2022,Comparison Site,South East,25-34,Classic,True,23,True,0,39.79
305,2022-02-01,2022,Branch,North,45-54,Silver,False,35,False,167,152.18
306,2022-02-01,2022,Branch,North,45-54,Gold,True,35,False,80,152.18
307,2022-02-01,2022,Comparison Site,Midlands,35-44,Classic,True,35,False,0,39.79
308,2022-02-01,2022,Outbound,North,25-34,Silver,False,35,False,209,121.95
309,2022-02-01,2022,Outbound,South East,25-34,Silver,False,11,True,121,121.95
310,2022-02-01,2022,Branch,South East,25-34,Platinum,False,13,True,226,152.18
311,2022-02-01,2022,Comparison Site,London,25-34,Classic,True,3,True,0,39.79
312,2022-02-01,2022,Comparison Site,Midlands,25-34,Silver,False,35,False,132,39.79
313,2022-02-01,2022,Outbound,London,45-54,Gold,False,35,False,216,121.95
314,2022-02-01,2022,Online,South East,35-44,Platinum,False,26,True,336,69.94
315,2022-02-01,2022,Comparison Site,South East,35-44,Silver,True,35,False,108,39.79
316,2022-02-01,2022,Branch,South East,35-44,Gold,False,35,False,216,152.18
317,2022-02-01,2022,Comparison Site,Midlands,45-54,Classic,True,4,True,0,39.79
318,2022-02-01,2022,Referral,South East,35-44,Gold,False,35,False,286,59.74
319,2022-02-01,2022,Comparison Site,North,55-64,Classic,True,35,False,66,39.79
320,2022-02-01,2022,Referral,London,55-64,Silver,False,19,True,99,59.74
321,2022-02-01,2022,Branch,London,35-44,Silver,False,35,False,269,152.18
322,2022-02-01,2022,Online,North,55-64,Gold,False,28,True,216,69.94
323,2022-02-01,2022,Comparison Site,South East,25-34,Classic,False,35,False,83,39.79
324,2022-02-01,2022,Outbound,South East,25-34,Classic,True,25,True,0,121.95
325,2022-02-01,2022,Online,South East,25-34,Classic,False,17,True,121,69.94
326,2022-02-01,2022,Comparison Site,North,25-34,Classic,True,8,True,0,39.79
327,2022-02-01,2022,Branch,London,35-44,Platinum,False,35,False,336,152.18
328,2022-02-01,2022,Comparison Site,London,35-44,Silver,True,10,True,44,39.79
329,2022-02-01,2022,Referral,London,35-44,Silver,True,6,True,0,59.74
330,2022-02-01,2022,Referral,Scotland,55-64,Gold,True,35,False,108,59.74
331,2022-02-01,2022,Branch,London,25-34,Classic,False,35,False,149,152.18
332,2022-02-01,2022,Comparison Site,Midlands,18-24,Classic,True,7,True,0,39.79
333,2022-02-01,2022,Comparison Site,Wales & NI,18-24,Classic,False,3,True,0,39.79
334,2022-02-01,2022,Outbound,London,25-34,Classic,True,7,True,0,121.95
335,2022-02-01,2022,Referral,Midlands,45-54,Classic,False,1,True,0,59.74
336,2022-02-01,2022,Comparison Site,London,65+,Classic,False,5,True,0,39.79
337,2022-02-01,2022,Online,South East,45-54,Silver,False,35,False,132,69.94
338,2022-02-01,2022,Referral,Midlands,25-34,Silver,False,35,False,132,59.74
339,2022-02-01,2022,Comparison Site,North,45-54,Silver,True,2,True,0,39.79
340,2022-02-01,2022,Branch,Scotland,55-64,Silver,False,35,False,132,152.18
341,2022-02-01,2022,Outbound,Wales & NI,25-34,Silver,True,7,True,11,121.95
342,2022-02-01,2022,Referral,London,35-44,Gold,False,35,False,216,59.74
343,2022-02-01,2022,Referral,London,45-54,Silver,True,35,False,108,59.74
344,2022-02-01,2022,Online,London,65+,Silver,True,33,True,66,69.94
